ts	type	status	http_code	connect_ms	total_ms	icmp_rtt_ms	sse_bytes	wifi_rssi_dbm	wifi_disc	wifi_reconn	heap_kb	uptime_s
20:31:33	http_health	ok	200	12.1	74.8	-	-	-	-	-	7699	4574
20:31:33	sse	fail	-	-	-	-	0	-	-	-	-
20:31:38	icmp	ok	-	-	-	-	-	-	-	-	-
20:31:38	http_ping	ok	200	11.4	41.4	-	-	-	-	-	-
20:31:38	sse	fail	-	-	-	-	0	-	-	-	-
20:31:44	icmp	ok	-	-	-	-	-	-	-	-	-
20:31:44	http_ping	ok	200	10.6	59.7	-	-	-	-	-	-
20:31:44	sse	fail	-	-	-	-	0	-	-	-	-
20:31:50	icmp	fail	-	-	-	-	-	-	-	-	-
20:31:52	http_ping	fail	000	0.0	2005.5	-	-	-	-	-	-
20:31:52	sse	fail	-	-	-	-	0	-	-	-	-
20:31:58	icmp	fail	-	-	-	-	-	-	-	-	-
20:32:00	http_ping	fail	000	0.0	2003.5	-	-	-	-	-	-
20:32:00	sse	fail	-	-	-	-	0	-	-	-	-
20:32:05	icmp	ok	-	-	-	-	-	-	-	-	-
20:32:05	http_ping	ok	200	8.7	38.3	-	-	-	-	-	-
20:32:06	http_health	ok	200	9.0	32.1	-	-	-	-	-	7697	4606
20:32:06	sse	fail	-	-	-	-	0	-	-	-	-
20:32:11	icmp	ok	-	-	-	-	-	-	-	-	-
20:32:11	http_ping	ok	200	9.5	32.7	-	-	-	-	-	-
20:32:11	sse	ok	-	-	-	-	50	-	-	-	-
20:32:17	icmp	fail	-	-	-	-	-	-	-	-	-
20:32:19	http_ping	fail	000	0.0	2002.5	-	-	-	-	-	-
20:32:19	sse	fail	-	-	-	-	0	-	-	-	-
20:32:24	icmp	ok	-	-	-	-	-	-	-	-	-
20:32:24	http_ping	ok	200	22.8	45.1	-	-	-	-	-	-
20:32:24	sse	fail	-	-	-	-	0	-	-	-	-
20:32:29	icmp	ok	-	-	-	-	-	-	-	-	-
20:32:29	http_ping	ok	200	12.6	40.9	-	-	-	-	-	-
20:32:29	sse	fail	-	-	-	-	0	-	-	-	-
20:32:34	icmp	ok	-	-	-	-	-	-	-	-	-
20:32:34	http_ping	ok	200	71.7	96.9	-	-	-	-	-	-
20:32:34	sse	fail	-	-	-	-	0	-	-	-	-
20:32:40	icmp	fail	-	-	-	-	-	-	-	-	-
20:32:42	http_ping	fail	000	0.0	2006.7	-	-	-	-	-	-
20:32:43	http_health	ok	200	714.5	743.7	-	-	-	-	-	7693	4644
20:32:43	sse	fail	-	-	-	-	0	-	-	-	-
20:32:48	icmp	ok	-	-	-	-	-	-	-	-	-
20:32:48	http_ping	ok	200	8.7	34.2	-	-	-	-	-	-
20:32:48	sse	fail	-	-	-	-	0	-	-	-	-
20:32:54	icmp	fail	-	-	-	-	-	-	-	-	-
20:32:56	http_ping	fail	000	0.0	2003.1	-	-	-	-	-	-
20:32:56	sse	fail	-	-	-	-	0	-	-	-	-
20:33:02	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:02	http_ping	ok	200	16.3	53.2	-	-	-	-	-	-
20:33:02	sse	fail	-	-	-	-	0	-	-	-	-
20:33:07	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:07	http_ping	ok	200	10.4	30.0	-	-	-	-	-	-
20:33:07	sse	fail	-	-	-	-	0	-	-	-	-
20:33:13	icmp	fail	-	-	-	-	-	-	-	-	-
20:33:13	http_ping	ok	200	201.4	251.5	-	-	-	-	-	-
20:33:13	http_health	ok	200	10.5	61.8	-	-	-	-	-	7693	4674
20:33:13	sse	fail	-	-	-	-	0	-	-	-	-
20:33:18	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:18	http_ping	ok	200	13.6	39.4	-	-	-	-	-	-
20:33:18	sse	fail	-	-	-	-	0	-	-	-	-
20:33:24	icmp	fail	-	-	-	-	-	-	-	-	-
20:33:26	http_ping	fail	000	0.0	2003.1	-	-	-	-	-	-
20:33:26	sse	fail	-	-	-	-	0	-	-	-	-
20:33:32	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:32	http_ping	ok	200	16.9	49.5	-	-	-	-	-	-
20:33:32	sse	fail	-	-	-	-	0	-	-	-	-
20:33:37	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:37	http_ping	ok	200	18.1	35.9	-	-	-	-	-	-
20:33:37	sse	fail	-	-	-	-	0	-	-	-	-
20:33:43	icmp	fail	-	-	-	-	-	-	-	-	-
20:33:43	http_ping	ok	200	203.7	257.2	-	-	-	-	-	-
20:33:43	http_health	ok	200	11.8	54.6	-	-	-	-	-	7691	4704
20:33:43	sse	fail	-	-	-	-	0	-	-	-	-
20:33:48	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:48	http_ping	ok	200	7.3	42.4	-	-	-	-	-	-
20:33:48	sse	fail	-	-	-	-	0	-	-	-	-
20:33:53	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:54	http_ping	ok	200	21.4	73.1	-	-	-	-	-	-
20:33:54	sse	fail	-	-	-	-	0	-	-	-	-
20:33:59	icmp	ok	-	-	-	-	-	-	-	-	-
20:33:59	http_ping	ok	200	14.8	39.2	-	-	-	-	-	-
20:33:59	sse	fail	-	-	-	-	0	-	-	-	-
